author,text,likes,published_at
@MosesMwakisha-fz2uu,"Prayer ,focus n work smart . Hapo Kwa hard Ni scam in some parts of the world",0,2025-07-29T17:54:54Z
@unchainedcivilian7526,He said 500m and didn't flinch,0,2025-07-29T17:52:12Z
@mwalimuivy8751,"Huyu akipatana na vinnie baite, kwisha sisi. Za jaba tu😊",1,2025-07-29T17:48:22Z
@Nyambu-b4e,Was really waiting for this interview 🤣🤣,0,2025-07-29T17:48:05Z
@wilsonngunjiri3242,Huyu patello anapenda chocha sana😂😂,0,2025-07-29T17:47:57Z
@bridgitmutuku992,"Hapo mwisho, karibu obinna ajikojee",0,2025-07-29T17:43:56Z
@kenjuseeitstopit6607,This guys might be satanic agents,0,2025-07-29T17:38:06Z
@gracevictorious3922,Is this a joke? That woman is old enough to be his mother!!,0,2025-07-29T17:36:29Z
@nancyngugi3118,This guy is very smart!,0,2025-07-29T17:35:48Z
@emilywanjiku9139,"I must say I like her composure,the smile and the eyes🔥",1,2025-07-29T17:34:07Z
@jinjaimanorajuu3235,Bana hiyo mahali ya age alichorea ki senior 😂😂,0,2025-07-29T17:33:03Z
@Raykelly-f9p,I hate drugs and alcohol 😢,0,2025-07-29T17:30:41Z
@Bonnie_Family24,Captain......Morgan,0,2025-07-29T17:28:25Z
@ExteaAcc,Najua studio inanukaa tu jasho lol,0,2025-07-29T17:28:25Z
@PaulineKanyoro,This two have won my heart!! I love crazy love...😘😘 May God bless this woman,3,2025-07-29T17:27:03Z
@educativealways,nani anawatch tuesday usiku. piga like,139,2025-07-29T17:26:09Z
@thewilliams8699,Dee anapendwa manze she is always smiling😍along lilo 👌kumi na nne supuu😅,1,2025-07-29T17:24:31Z
@HopeAries-ha26,The lady giving queen of the south vibes Teresa....ooh i like her,0,2025-07-29T17:24:16Z
@NoelNelima-t4q,Wewe sioni kiti,0,2025-07-29T17:16:12Z
@blackbarbie227.,"Ama hata mimi nitafte ghetto boy juu uweeeh,huku kwa mabombe haileti😂😂😂",0,2025-07-29T17:14:49Z
@NoelNelima-t4q,Na mimi apa sioni kiti,0,2025-07-29T17:13:55Z
@meekyhommy9758,Nani anawatch leo Tuesday usiku akiwa kw Bed piga like apa,41,2025-07-29T17:13:17Z
@noven254,Apo kwa 29 ni uongo huyu anakaa 35😂😂,0,2025-07-29T17:12:05Z
@winniechepkosgei2499,Mnasemanga Story ya Jaba hapa nayo imenibeba na flow na 500m ajabu.,0,2025-07-29T17:10:12Z
@rosemoige7407,If this woman is 29 then am 10,0,2025-07-29T17:06:36Z
@TaliaShii-i1s1u,Cute couple❤❤❤❤❤dee you're a beautiful woman ❤❤❤❤❤❤❤nataka life kama hii ya dee na patelo,2,2025-07-29T17:05:14Z
@kennethmurimi369,"500m na anaangalia io side ingine..
ATI aje?? Ivo tu 😂😂😂 this guy is smart.. confuse the masses",0,2025-07-29T17:04:25Z
@VinnyMokua,Mapenzi legit😊,1,2025-07-29T17:04:05Z
@utukufugloria8393,😂😂😂hao watu ni 3500 😅or mimi naona zangu 🤣🤣🤣🤣,0,2025-07-29T17:02:40Z
@johnkahiro1669,Hi nayo ni moto nimewatch hadi mwisho,0,2025-07-29T17:02:37Z
@synthiawacuka2607,My reverse button has seen fire today 😹😹,14,2025-07-29T17:00:17Z
@vitechnologies65,Piga like kama unawatch sai,0,2025-07-29T16:59:17Z
@sylviaimbogo4260,😢😮😮😮😮😮,0,2025-07-29T16:57:09Z
@mulwash,The lady is old enough to be the mother to this guy...,7,2025-07-29T16:56:45Z
@neshmhumble,ati 500 M. wacha nisichachishee🤣 mwenyewe hajui anasema nini....,0,2025-07-29T16:55:52Z
@miriamnyabuto5867,"Obinaah ako na madharau sana walai, aki anadharau patelo walai",0,2025-07-29T16:51:51Z
@neshmhumble,walikua mtu three thousand and five hundred.,0,2025-07-29T16:49:13Z
@Nyakowaq,Vj Partelo is very smart. Great couple and crew too,0,2025-07-29T16:48:56Z
@miriamnyabuto5867,"I love how humble this lady is. 
Age is just a number. 
She's will make a good wife for real",4,2025-07-29T16:48:48Z
@Branan-n3j,Rich guy,0,2025-07-29T16:40:12Z
@MaryNjoki-sn1mc,"Huyo chali flani ya jale ya red weeuuuhhh,,,,,,noma sana",1,2025-07-29T16:37:56Z
@dunwilstone628,😂😂😂... This is show have loved and laughed all through..,2,2025-07-29T16:37:25Z
@kennethmurimi369,"Mlipatana wapi??

Mi na managingi ground 😂😂",1,2025-07-29T16:31:05Z
@WangwanaMusiqInc,@captainmorgan Patelo apewe endorsment sasa,2,2025-07-29T16:29:13Z
@newnotestv,Ivoo tuuu 😂,0,2025-07-29T16:28:30Z
@AlexKamunya-we7sk,Hii Couple inafaa kuwa inawed kila mwaka,0,2025-07-29T16:22:44Z
@RushydeeEmiky,The ending guys 😂😂😂😂,0,2025-07-29T16:21:37Z
@marcyjepkorir4926,Nimecheka nakufa😂😂😂😂😂,1,2025-07-29T16:20:45Z
@pankbabz2911,Mnadiglo mamorio wa me,0,2025-07-29T16:15:54Z
@alycbobo9896,😂😂😂😂 hii nayo obinna umewezwa,0,2025-07-29T16:08:04Z
@dennyosoko8075,This man haki anafanana na steve stevo ex wa Shiba mango yule steve ambaye alikuwa MCA wa Maxwel kwa pasta show,0,2025-07-29T16:05:11Z
@knightkemunto8356,Hadi nimekuja obina show for the first tym,0,2025-07-29T16:01:55Z
@Kenya-one254,Magushodo machura wangeleta negative energy na Wivu .....Shugli ni ya kibudaa wanawake ni wachawi wangekuja usororaji sio kujibamba !!!! Hao mamorio iliwabamba sana bila madem na inafaa Ivo,0,2025-07-29T15:59:30Z
@theheraldbroadcastingnetwo4836,"C -raisi....
Prayer mazee,bidii",0,2025-07-29T15:56:03Z
@odie254champ,Captain Morgan.. mmpatie kazi,1,2025-07-29T15:55:20Z
@qikydemecian3546,Mchele na kebab Bora iku nice😅😅😅,0,2025-07-29T15:53:20Z
@marymutheu9169,Wasee wengi wagetto ukuwa na true love bytha lkn juu watu uogopa kukuwa judged wanaacha 😂😂wenye tulijaribu hallooo,0,2025-07-29T15:48:38Z
@berraineortiz,kwani alichapa diana,0,2025-07-29T15:46:26Z
@HannahEghwa,The woman is so cool,0,2025-07-29T15:45:12Z
@quesubembe7481,I wish i was this free as a bird.,0,2025-07-29T15:44:17Z
@maryanroti_ch5976,500m na hacheki,0,2025-07-29T15:43:29Z
@HannahEghwa,First time huku,0,2025-07-29T15:42:42Z
@ayubomar3181,Mnaona patelo ni chizi akisema first born ako 20 years kumbe ni ukweli dee ako na watoto watatu plus first born ako mbao😂,2,2025-07-29T15:42:15Z
@dalvoh4237,This might be the biggest mistake they ever did.. If you listen closely youll understand what kind of work they do.. And some people are rubbing hands rn watching this,0,2025-07-29T15:41:34Z
@lilianatieno3797,Captain Morgan 😂😂😂😂,0,2025-07-29T15:41:21Z
@CathrineOmondi-u4m,Kwani mi nilikuja hii duniani kushangaa😮😮😊,0,2025-07-29T15:39:27Z
@quesubembe7481,I don't know why. I love this two.,3,2025-07-29T15:38:23Z
@eveeve9418,The lady seems to be so humble,0,2025-07-29T15:37:33Z
@Sammydread007,Am your critic officer but this one of your best show ever..,3,2025-07-29T15:36:53Z
@deliahdely,I'm not a fan but hii nimesema lazima niwatch,0,2025-07-29T15:35:57Z
@MercyPhilips-l1q,The more you dig into the question the more you be confused😂😂😂,2,2025-07-29T15:23:45Z
@SpaterNaty,Nani anaregrate kudate broke guy saii😢😢,1,2025-07-29T15:20:13Z
@PaulKyambi254,Lakin mbona nimkubwa kumuliko,0,2025-07-29T15:15:04Z
@SamsonOkolo-e5y,Captain....... Morgan,1,2025-07-29T15:14:26Z
@NasimiyuMildred,Patelo was hear to cook and tumeshiba fr.,0,2025-07-29T15:10:51Z
@samdoe1200,wasting the first 10 mins.,0,2025-07-29T15:10:09Z
@akinyiwere7251,😂😂 how old were you in 2017?,0,2025-07-29T15:08:46Z
@Realmadolls,1:18:12 best parts,2,2025-07-29T15:07:25Z
@JobWachira-p3p,Only a smart guy can tune an older woman.,0,2025-07-29T14:59:58Z
@emilywangui,Wazazi 😢hapa tuko na kazi kama hii ndio generation...je wakizaa mtoi atakuwa aje kama wazazi wako ivi ....msinitusi mimi ni mama yenu ama niwaachie laana😅😅😅😅,0,2025-07-29T14:56:14Z
@KACHMONEY,Anagrind meno kweli……..ma mbete zimeshikaaa 😂,0,2025-07-29T14:55:05Z
@Simba_Richards,Kuna shida mahali lakini wacha tuu,0,2025-07-29T14:51:33Z
@Anne-f9m,❤❤,0,2025-07-29T14:49:50Z
@mosiaraakunga1991,"The more you try to understand, the more you get confused 😂😂",2,2025-07-29T14:49:42Z
@annn6851,This video is going viral trust me 🙏🙏😭,0,2025-07-29T14:47:47Z
@sharoneluvembeh470,Mad G ❤❤❤❤❤,0,2025-07-29T14:39:59Z
@veraowino6842,Siku zombo😅❤️topshota wazing',0,2025-07-29T14:38:00Z
@azerebevaline4143,😂😂😂wueh,0,2025-07-29T14:36:29Z
@bobanioushassan7566,❤❤❤❤,1,2025-07-29T14:35:29Z
@CeciliaBahati-b5d,Lazima idumu,0,2025-07-29T14:33:12Z
@slyvest3r005,na mbona hawa  madem wote wanaitwa tuu diana pia wa bahati,0,2025-07-29T14:32:39Z
@RushydeeEmiky,Nimechokea uko TikTok na mambo nusu nusu😂 the kind of wedding I'm craving for 😂😂,0,2025-07-29T14:30:16Z
@marywangui7620,"Obinna anaskia imported cake ,,anavaa 🕶️ awaone vizuri yoh😂",2,2025-07-29T14:28:20Z
@tinahtamara467,Apo mwisho obinna Ako zile za Hawa watu wueeeh 😅😅😅😂😂😂,1,2025-07-29T14:25:40Z
@KolondaKithikii,😂😂😂aty wakwanza twenty,1,2025-07-29T14:25:00Z
@brendanelima5562,Obinna itabidi umerudia hii show na ulete translator 😂😂😂,0,2025-07-29T14:22:31Z
@elossykarwitha8849,Guardian is the role model,0,2025-07-29T14:22:09Z
@vincentombwudu233,siri ni moja,0,2025-07-29T14:18:01Z
@frankkleenx,Admin wa Nairobi gossip club,1,2025-07-29T14:15:25Z
@EugineOmondi-j7x,Thanks kwa kuni big up ni omondi,2,2025-07-29T14:14:09Z
@mosheoduor4581,next time ukiwa na hii mbogi invite dem wa fb wataelewana,0,2025-07-29T14:13:34Z
@kelvinmacharia2456,Obinna anaanza show kama advice zinaskia kutoka,1,2025-07-29T14:13:32Z
@deejaysynch,Juu ya partelo hiyo subscription umepata...,1,2025-07-29T14:13:25Z
@itsGigi001,Ati partelo na dee nadai love like this Aloooo wakudumu watadumu 👊👊,1,2025-07-29T14:13:20Z
@slyvest3r005,ss mbona mfikiria hii doo yoe inahusiana na crime🎃🎃,0,2025-07-29T14:12:31Z
@ChristineWambua-vm6mb,Na patelo  ana kunywa nn🤔😂😂😂😂😂,0,2025-07-29T14:11:47Z
@marynjerimwaura5882,"Mliona keki,,,,ilikua rembo mbwayah",0,2025-07-29T14:00:36Z
@Margaret-e7j4y,"hio facelift ni serious , botox, nose job, ako na pesa, also the neck can tell the real age, all the best to them",0,2025-07-29T14:00:20Z
@drusillawairimu160,So it was real si drama 😅😅,0,2025-07-29T13:58:20Z
@folletlove,Wah! Sielewi 😂,0,2025-07-29T13:56:29Z
@ruthnjeri7274,"He is lying too much,, 3500 people in the wedding,, 500M,,age 26 and 29...I think they are hiding a lot",2,2025-07-29T13:56:15Z
@marombosobryophyta,Hii interview ilifaa Kartelo😅,0,2025-07-29T13:56:13Z
@denisoduori436,Juu ya hii stori ya pertelo imebidii ni subscribe tu  juu nimeshindwa kukuambia obina you are doing amazing job,1,2025-07-29T13:48:52Z
@raphaelmuthini2122,Ako 26 niko 29...🤣🤣🤣,0,2025-07-29T13:45:15Z
@monicanungari4105,This is interesting and funny nacheka to 😂😂😂😂,0,2025-07-29T13:43:16Z
@ianthepreneur,Captain Morgan represented!,0,2025-07-29T13:34:31Z
@nicolekedogo,I swear these the most genuine couple mazeeee😊😊😊  hawa ni watu wanaji nauwooo😊  i love them both❤❤,3,2025-07-29T13:33:15Z
@MyJOSE2013,does the woman has a gait problem? anakaa amejikunja,0,2025-07-29T13:28:33Z
@Thamilestone,Partelo and Dee(Romeo and Juliet)❤🎉,0,2025-07-29T13:28:26Z
@margaret9332,Ametema chave live,1,2025-07-29T13:26:05Z
@MyJOSE2013,only itiots think a drunk couple is a good sight. kwanza mkizaa muachane na pombe kabisa. tena watu huku wanajichosha ati true friends. Gonjeka ama ufilisike ndio utajua 'rafiki' majority ni wa good time only,5,2025-07-29T13:23:15Z
@LokwaliwaNaukot,2 wed G ?,0,2025-07-29T13:23:00Z
@EdwardMaloba-q5b,Wambie wakuje dago tumuomyeshe vile kuenda,0,2025-07-29T13:21:22Z
@wangari9917,@1:00 wakati ameenda gents na kurudi ..... Masilver zinamake sound track akitembea na kukaa chini ....STATUS.,1,2025-07-29T13:19:39Z
@JoyceMandi-m8m,😂😂😂😂😂,0,2025-07-29T13:18:26Z
@hillaryjames-b6f,Zetu zetu❤,0,2025-07-29T13:17:55Z
@RueNjesh,Team kupitiana mko???,0,2025-07-29T13:16:34Z
@thismustbebrayoofficial1363,Marketing opportunity for captain moargan,0,2025-07-29T13:11:51Z
@RosyKilele,This boy is under 25,0,2025-07-29T13:11:43Z
@golden4-p7jj,The interview was 👍,0,2025-07-29T13:11:30Z
@sherry-1-d1v,Weee....I love this couple walai...I want a man like patelo.,1,2025-07-29T13:11:22Z
@Priscillahbrownie,Sijawai furahia show ya Obinna kama Leo,1,2025-07-29T13:06:53Z
@YunisiaMiles,😂😂😂😂500million na ako serious,3,2025-07-29T13:05:56Z
@irenemwangi9765,Why do I love this couple 😍😍😍😍😍 …. When you marry your type then money is in excess….,1,2025-07-29T13:05:30Z
@maureenchep731,"Ladies c mnaona Dee ametulia 
Vile inafaa.. sio Mzee Akiongea pia unaongea shiiiii....😂",0,2025-07-29T13:05:05Z
@sabrinemaria2015,Who is starting youtube hii mwaka tufikishane ngiri moja,0,2025-07-29T13:03:57Z
@sabrinemaria2015,New you-tubers tufikishane ngiri moja tu monitize,0,2025-07-29T13:03:09Z
@djakim89,partelo ni vibe,0,2025-07-29T12:56:39Z
@austincleophas3424,Tuna ngoja ya Kartelo na Ule crushy Wake sasa🤣🤣😅😅😅,1,2025-07-29T12:54:22Z
@Truthchann,Sita hate ndo nisikutwe button>>>>>>>>>>,0,2025-07-29T12:54:07Z
@VallaryakinyiotienoNyauma,Shagwe hallelujah 🙌 itanimaliza,0,2025-07-29T12:53:23Z
@LydiaKevoi,Nipitieni guys,0,2025-07-29T12:52:06Z
@maryntinyari2437,Diana ako wapy at least nimeshuke😅😅😅😅😅at mercileenk pale ig,0,2025-07-29T12:52:05Z
@brendaokola3893,I wish them all the best manzee💪❤❤❤,1,2025-07-29T12:49:23Z
@Carollngugi,"people don't know the meaning of, manager wa ground, and hapa hakuna mtu mrahisi, thats so heavy",2,2025-07-29T12:45:05Z
@ednagikundi2241,Dee nimekua nikimuonanga hizi ma area zetu,0,2025-07-29T12:40:17Z
@AshleyVictor-mt5im,Ako jaba mbaya,0,2025-07-29T12:38:39Z
@hillarymobisa467,Mbona ukuita Mnezi atulize mbogiii😅😅😅😅😅,1,2025-07-29T12:35:57Z
@Maddie254-e54,This one is real,0,2025-07-29T12:32:47Z
@ScolahwanjikuE,"""ako 26 she is 29 firstborn ako 20 na anasema walimpata kitambo "" anyway stori ni yao💀😂😂",0,2025-07-29T12:30:23Z
@theegazaqueen,Kartelo ako wapi ni mbaya a 🔥🔥🔥🔥,0,2025-07-29T12:28:49Z
@giftkimatia7412,Mtag mike sonko hapa,0,2025-07-29T12:28:27Z
@baruchCleaners,Muranga women rep and her husband should attend for marriage class to this couple.   Sio kila saa kupayuka,0,2025-07-29T12:27:45Z
@gabrielaoperre7881,Wakudumu Tutadumu song 3.13-3.20 manifestation ikajipa!,1,2025-07-29T12:25:26Z
@baruchCleaners,I like and admire his confidence,0,2025-07-29T12:25:00Z
@dontemasta7217,Top shotta wakudumu watadumu siku zote....,0,2025-07-29T12:20:47Z
@ann3njagi851,I love the way anatambua God on his own way,1,2025-07-29T12:18:03Z
@KenMurimi-u1y,Mchele na kebab,0,2025-07-29T12:15:22Z
@marthalenya6522,Kuna lugha Sisi kama millenials hatuelewi,0,2025-07-29T12:14:33Z
@andersonb.8902,Yule cashmeer atafute ideas hapa sio zile zake ati invite who and not invite who 🤣🤣🤣,0,2025-07-29T12:09:24Z
@Issar137,I'm so confused,0,2025-07-29T12:08:41Z
@AshaNurain,Couples inapitia kwa obina lazima watawachana😂,0,2025-07-29T12:08:37Z
@M.i.s.s_kandie,I love how authentic they are❤❤,0,2025-07-29T12:03:53Z
@shikoshaniz7240,"Dem age 29
Boy 26 
First born 20

The mum was 9 years akipata First born,,wakudumu wadumu manze😊",1,2025-07-29T12:02:44Z
@hellenmuthoni6422,nimeskia mamilioni nikakuja mbio,0,2025-07-29T12:01:09Z
@joycemakani8006,Hii marriage ita last forever,0,2025-07-29T11:59:06Z
@esthermungai5125,Hii ndio inabamba 😂😂😂,1,2025-07-29T11:58:28Z
@BelindaAyieko,Napenda vile Dee anapenda the guy eish❤,0,2025-07-29T11:56:33Z
@SherolCr,Enyewe kaa hawa ndo wanajielewa ebu imagine hao wengine,0,2025-07-29T11:55:26Z
@gracemyra6593,"Dem alizaa akiwa 9yrs, boy akiwa 6. Very nice🥰🥰😋😋",0,2025-07-29T11:53:21Z
@annserahmacharia815,Mwengi sumu,0,2025-07-29T11:52:58Z
@OnesmusChege-f1w,500 millions😢🎉,0,2025-07-29T11:51:44Z
@noreennorah5729,Her skin looks bleached. Looks older than 29...,0,2025-07-29T11:47:31Z
@usidelyne9386,Best maid and men wako wapi😊,0,2025-07-29T11:46:04Z
@magdalene.mumbua,Obinna lazima ukivaa miwani ukondolee watu hivo si utoe glasses basi😂😂😂😂😂 anyway watu wadumu kudumu,1,2025-07-29T11:40:30Z
@effie_ochago,I wonder what kind of conversations Diana has with her hubby,0,2025-07-29T11:30:05Z
@254mshumaa,"Further more❌
More further ✅😂😂",0,2025-07-29T11:29:58Z
@michaelkakapaul9140,she looks odd,0,2025-07-29T11:28:50Z
@ianking4362,You could have let em escape to the honeymoon like a bird from a cage! Fawk no subscription,0,2025-07-29T11:23:44Z
@teresiahnyokabi78,"Wenye tunawatch on tue afternoon..
Tuko bed , we are jobless but keeping hopes alive pigeni likes ❤.",196,2025-07-29T11:22:40Z
@ViolahRuto,Weee🔥🔥🔥🔥🔥❤❤❤,1,2025-07-29T11:21:32Z
@chefKip,44:11  izo chuom mbaya ndo zetu😅😅,1,2025-07-29T11:21:01Z
@gracemyra6593,😂😂😂😂😂,0,2025-07-29T11:17:09Z
@usidelyne9386,A good show walai,0,2025-07-29T11:15:13Z
@Zennahupdates,New genuine YouTubers kindly let gather🎉,1,2025-07-29T11:14:11Z
@Rhymesandtunes,😅😅😅😅ati maruchetee weeeh.....,0,2025-07-29T11:13:06Z
@jannymash5748,😂😂😂the more you dig to the question the more you get confused 😅,0,2025-07-29T11:10:02Z
@BethlineLady-xl8mk,Nani Ako hapa kucheka 😂,1,2025-07-29T11:08:02Z
@AGNESmunyao-e4x,Obina unamiss use the word okay 😂😂,1,2025-07-29T11:04:38Z
@jannymash5748,Kenya Kuna Kila aina ya vituko😂,0,2025-07-29T11:04:33Z
@eshymohammed8837,kwani mnafanya kazi gani,0,2025-07-29T11:03:51Z
@enessedna5467,What do they do,0,2025-07-29T11:03:03Z
@theegenzsponsor,Pattello na dee itabidi wapange harusi ya pili juu  akunà vyenye Nairobi mzima tumehata hiyo harusi,0,2025-07-29T10:58:32Z
@Rhymesandtunes,Ati 500 million.🤣🤣🤣🤣 big up Eastlands massive,0,2025-07-29T10:56:56Z
@jemimahmogaticates4238,Obinna hukungoja hata waende honeymoon 😂,0,2025-07-29T10:56:36Z
@rachelwanyonyi3874,Hiyo Ndula ya Partelo imeweza,0,2025-07-29T10:55:16Z
@eddyedduu6912,Leo ndio nime-wartch show ya obina yote. Hii ni kali.,2,2025-07-29T10:54:23Z
@carolnashy105,Weeeuh you might think they don't know what they are saying or doing until you listen to them,0,2025-07-29T10:53:26Z
@EastBwoy254,shingo yenyewe ni 50 kgs ogopa😅,0,2025-07-29T10:51:20Z
@timeless8655,apo ata ule security wa obinna awezi bonga🤣🤣💯,0,2025-07-29T10:47:51Z
@megmaina4227,Still waters run deep,0,2025-07-29T10:47:09Z
@michellenjoroge6553,Kama ni wengine wangekuja kujigamba na kudharau watu...lkn hawa wakiulizwa mnatoa pesa wapi shughuli yetu huwezi elewa,0,2025-07-29T10:46:36Z
@EmilyGichuru,Hii ni moto am happy wooow,0,2025-07-29T10:44:35Z
@DirectorDambiZ,Watu wa 500million wedding Wanataka 2free videos?? Aiii,0,2025-07-29T10:42:46Z
@pauljunior8666,This guy is very wise,0,2025-07-29T10:38:58Z
@JosephMuriithi-rf7zp,Kitu iko ni ghetto tunasemaga sisi ni wajanja juu tunavaa ma sling na iyo ni ufala. Hizo sling ni doh mob sana na ni doh inaeza kuhelp. Uyu boiz anafaa ajijenge manze na this chance ako nayo na kufuatana na mavijanaa kila place. Ufala tuu. Rusheni mawe nijenge nazo.,0,2025-07-29T10:38:53Z
@faithkagai714,"The lady is older than the boy,she don't look 29yrs she's more than",0,2025-07-29T10:32:26Z
@dennyosoko8075,This woman anafana na Dian yule rafiki wa Racheal Otuma ila tu yeye ni Brain or yule Diana wa TikTok ni pepo,0,2025-07-29T10:31:44Z
@EmmanuelKiptoo-hi7mc,Acha nitafute captain sasa,1,2025-07-29T10:31:43Z
@She-t2l,"😂😂😂enyewe he was not joking""the more you ask deeper,you'll get confused""",0,2025-07-29T10:30:52Z
@MaryGitau-u1x,Barshosho dani dani,0,2025-07-29T10:26:54Z
@ollybossy,Dee feels like laughing at the lies the hubby is feeding Obinna.. 😂😂😂 but they're such a vibe.. anajua mnataka tea and he clearly cooked it the way you'd want...😂😂😂😂😂,106,2025-07-29T10:26:43Z
@OscarKimathi-q6s,Hii interview kartelo ndio alkuwa anafaa kufanya 😄,1,2025-07-29T10:23:02Z
@lavinaorao3223,😅😅😅 the guy is funny but zingine hapana,0,2025-07-29T10:22:26Z
@stephwanja873,Finally 😂,0,2025-07-29T10:19:34Z
@sheks_254_9,"Sijawai watch hizi obinna interviews, aki patello na dee nyinyi 😩",0,2025-07-29T10:17:22Z
@ElizabethNekesa-wd8eb,Maruchepe😅😅😅😅😅😅😅,0,2025-07-29T10:14:59Z
@_THEMAN7770,huyu ako sawa kweli,1,2025-07-29T10:11:45Z
@RitaDolla-Aisha,1:02:01 he's making sense and I support him mm aingie Governor or president we lock it❤,10,2025-07-29T10:08:45Z
@ritaorony2618,Partello alivaa image yao Kwa t-shirt😂😂...yakudumu,1,2025-07-29T10:03:41Z
@officialhamiboykenya674,"Prayer 
Work hard 
Exercise",0,2025-07-29T10:02:50Z
@trizaveshaa9487,Weuh ❤,0,2025-07-29T09:59:01Z
@NISHYTRIZZY254,Team obinna nipitieniii please,1,2025-07-29T09:58:15Z
@RitaDolla-Aisha,Yani this is the show nime watch kama na cheka the whole time 😂😂😂God weeding kama ya Patello na Dee imetosha,0,2025-07-29T09:58:05Z
@josephmwaura9497,"Nice vibe,big up.",0,2025-07-29T09:53:55Z
@WAMBO-p1v,KILA MAHALI NI HOME...❤❤GOD NDO KEY..,0,2025-07-29T09:51:45Z
@Dancan-r9u,Congratulations,0,2025-07-29T09:51:24Z
@githinjiann600,Let me tell the truth ..wengi  wataogopa  kukuambia juu ya kuogopa  kuchambwa  but me nitasema  anyways ....ALL THOSE FOLLOWING THIS GUY NI JUU THEY AREW GETTING SOMETHING FROM HIM ..THE FREE DISHES AND DRINKS Small small limelight..but believe you me if things turns sour for the guy atabaki  pekee yake ..I see no one there that can back him up ..dee is a gem  and I wish them well ..they guy needs to change how he is conducting himself..anaeza support my boys ata bila kufuatana  nao kila mahali 😁😁😁design wanalewa  pia joo  mwili haina spare ..take it easy ndo udumu..mnitusi msifungie😂😂😂😂...anyway love ni kama hii yao God,10,2025-07-29T09:49:49Z
@allanm7455,man this really nice,1,2025-07-29T09:47:22Z
@DaltonRaburu-f9h,Nani aibiwe😂😂.Hizo chuom mbaya ndo zetu. Hiyo line imenibamba walai,0,2025-07-29T09:42:23Z
@marthawaruiru6166,Huyu dame ananikalia Cecil badgirl,0,2025-07-29T09:40:16Z
@MBUGUAKARUGO,His spirit is deep,1,2025-07-29T09:38:05Z
@b.eylliebeenhere,What is wrong with her?,1,2025-07-29T09:37:09Z
@Ms.mwisha,Obinna is soo scared last part😂😂😂,1,2025-07-29T09:34:22Z
@Winy-h3q,Nipeni huyo mrefu,0,2025-07-29T09:33:11Z
@babuevanca,Patello is composed but hio mbogi yake ni mahuru na ni wazae,0,2025-07-29T09:31:54Z
@nkathalisa7271,Yani huku inje ni mimi tu sijashika 500million sindio.,0,2025-07-29T09:30:30Z
@tildanjoki7677,I have never watched obinas interview but Hii nimesema Lazima,1,2025-07-29T09:29:09Z
@RaphaelMirieri-oj8ez,🩵🩵🩵🩵🩵🩵🩵🎉🎉🎉🎉🎉man city 😅,0,2025-07-29T09:27:29Z
@haronkingtv1759,Simu ya priest irundishwe😂,0,2025-07-29T09:27:04Z
@Annamutindi-j5n,Obina please look for me. I can do business with the couple,0,2025-07-29T09:26:59Z
@tildanjoki7677,Hata zari haiwezi,0,2025-07-29T09:26:02Z
@nellyadhiambo2497,Huyu ni boy wa mashamba,0,2025-07-29T09:22:36Z
@rogersnyangaga6275,"Patelo's wedding should be on a wedding show 😊 
I finds myself on Obinna's show for the first time....😅 Movement ni jamo unanauwo?",7,2025-07-29T09:20:15Z
@maureenkombo2157,Apo kwa captain tuko kimoja,0,2025-07-29T09:18:27Z
@annewanjiru4809,"Its obvious that he is high on something, but what is the lady high on?  i wonder?",0,2025-07-29T09:17:17Z
@Valour_aerobics,VJ Partello is vibes no lies,2,2025-07-29T09:16:54Z
@MBUGUAKARUGO,This nigga got no idea what money is...eti wedding ya 500m!! The body language with the woman Kuna kitu anaficha,1,2025-07-29T09:16:26Z
@salamarwekamwa1975,Obi leo umepatikana. The more u dig in the more u will be confused😂😂😂😂,0,2025-07-29T09:14:51Z
@phionaokinyo7761,translator yawa,0,2025-07-29T09:14:07Z
@KenyanUnicorn,"This has got to be one of the weirdest marriages ever, makes me wonder what they saw in each other.",0,2025-07-29T09:13:50Z
@welalice,I swear nimebambika Sana na huyu njamaa but tuambiane ukweli huyu dame ni more than 29 Sina ubaya please,2,2025-07-29T09:10:58Z
@Joymukush13,Kama mapenzi sio kama hii sitaki😂,1,2025-07-29T09:10:11Z
@ROBERTCHEGE-v7c,Ati When was the wedding ceremony? 🫡,0,2025-07-29T09:10:00Z
@malaikajabali-oj2fh,Huyu mwanamke aliinama chini all thru' ungethani ni msichana wa 22yrs kubeee 🙄🙄 then wedding with vows woi dunia simameko nishuke,0,2025-07-29T09:07:43Z
@RaphaelMirieri-oj8ez,Nimechoka na videos nusu nusu Leo Niko huku kama umechoka kama mimi like hapa,1,2025-07-29T09:01:28Z
@NuweimanKhalid,wakudumu cku zte,0,2025-07-29T08:59:58Z
@nicomatasa2604,Patelo bana unadanganya bila kublink ww unafaa kua orezo sasa,0,2025-07-29T08:59:12Z
@SUKIIENTERTAINMENT,500MILLION WEDDING,0,2025-07-29T08:59:09Z
@nasloner,tuko,0,2025-07-29T08:52:59Z
@Dancan-r9u,"May God bless this marriage, very inspirational and educative... I like the part of living your life the way want it",0,2025-07-29T08:50:44Z
@ggchacha9878,First time I’m watching Obinna’s show on YouTube,0,2025-07-29T08:48:17Z
@JacklineKagendo-u7r,Team Diana wako na nyota,0,2025-07-29T08:47:30Z
@lenakoli9580,😂😂😂😂😂😂😂,0,2025-07-29T08:42:04Z
